ScrapingTime,EventID,EventTitle,EventAttendees,EventDate,EventURL,EventShortDesc
Thu Jul 22 06:08:41 2021,6818795940120535041,Transform your digital strategy to increase student admissions & retention ,33,"Today, 6:00 AM BST",https://www.linkedin.com/events/6818795940120535041/,"he education space is rapidly transforming and students are increasingly overwhelmed with options. It's never been more important to stand out and over-deliver. Our upcoming webinar, Transform your digital strategy to increase student admissions and retention, will be a deep dive into some innovative ways higher educational institutions can leverage conversational communications across the student lifecycle: marketing, admissions, enrolment, active student engagement and alumni engagement. Over the last 2 years, Pendula has enabled MCI, Ikon Institute, Uni SA and others to engage in millions of conversations with prospective, current, and former students. MCI CEO Jenna Baskin will share how they increased on track coursework by 38% and app usage by 30%. Toby Wilcock, CEO ofexperts CloudWerx, will show you how to build the ideal architecture for an innovative educational tech stack. Hosted by Pendula: sign up here to join the conversation on Thursday July 22nd, 2021."
Thu Jul 22 06:08:41 2021,6820653411550146560,Free webinar: Deliver a bespoke HCP journey: Move beyond multi-channel,28,"Wed, Jul 28, 9:00 PM BST",https://www.linkedin.com/events/6820653411550146560/,"** Sign up, or pre-order your recording for free here: https://bit.ly/3yOvwpr With fully digital and hybrid engagement strategies available now and on the near horizon, early adopters will outpace the competition by delivering meaningful customer experiences fuelled by data and customer insights. To apply these strategies to achieve market growth, pharma company leaders need to answer several questions about their commercial model: - How will HCP and patient expectations continue to evolve? - What insights can drive betterand care? - How do we measure customer experience? - How do we usedata to inform shifts in our engagement strategies? - How do market dynamics influence the mix of in-person, virtual and digital engagement? - What digital technology should we be applying to enable growth in a quickly shifting market? - How do we enable commercial teams to be agile and adopt new ways of working? Join this exclusive webinar as we explore ways in which fully digital and hybrid models are being applied to product commercialization to deliver ROI across portfolios and business units. Experts sharing insights on your customer journey include: - Zhen Su, SVP, Head of Global Oncology Business Franchise, EMD Serono - Samer Ansari, Head of Digital & IT, Takeda Oncology - John Lineen, Engagement Lead, Immunology and Cardiovascular, Bristol Myers Squibb - Vyom Bhuta, Global Head Commercial Innovation Life Sciences and Digital Health, Cognizant - MODERATOR: Izzy Gladstone, Head of Marketing, Pharma, Reuters Events ** Sign up, or pre-order your recording for free here: https://bit.ly/3yOvwpr"
Thu Jul 22 06:08:41 2021,6803193024479330304,Workspace ONE App Retirement for Windows 10: Implications and Next Steps,22,"Today, 9:00 PM BST",https://www.linkedin.com/events/6803193024479330304/,"Join an experienced Staff Customer Success Architect from VMware Customer Experience and Success as he shares his tips, resources, and next steps for Workspace ONE App Retirement for Windows 10 effective August 11, 2021."
Thu Jul 22 06:08:41 2021,6818603140087087105,Connecting Your Modern Workforce in a Hybrid Workplace,27,"Tomorrow, 12:00 AM BST",https://www.linkedin.com/events/6818603140087087105/,"Organizations worldwide are in the process of bringing employees back to the office while still needing to support remote workers. As a result, IT leaders are re-evaluating their communications and collaboration solutions and business continuity plans. But how can we avoid future disruptions and maximize collaboration and productivity in the new hybrid workplace? Join us and your industry peers for an informative discussion on what forward looks like, where to start, and how to get there. In this session we’ll discuss: - How companies are preparing for the new hybrid world - What technologies are critical to the success of a hybrid workforce - How recent events accelerated cloud technology adoption - What tactics other technology leaders are leveraging to address new challenges - How to streamline the employee and"
Thu Jul 22 06:08:41 2021,6818516351095713793,The Future of Customer Journey Analytics - Data Leadership Talk w/ Snowplow,70,"Tomorrow, 2:00 PM BST",https://www.linkedin.com/events/6818516351095713793/,"(If you want to attend, RSVP to this group to receive the final broadcast link). In this episode, I will talk to Yali Sassoon - the co-founder of Snowplow Analytics - about the Future of Customer Journey Analytics. Understanding their customers is a key desire of companies, whether in marketing, product or another context. Yet, for most brands, it remains challenging. Why is that? How can we overcome these challenges? What‘s the benefit of doing so? Similar to me and my consulting experiences, Yali is sure that it‘s not only a technological problem. Measuring customer journeys is one thing, but reacting to them a much different. Ultimately, you want to create the best possiblefor your users, influence them to become great and loyal customers. Yali will share his vast experience around this topic, as a former management consultant, entrepreneur, and co-founder of Snowplow. The world of customer journey tracking and analytics is at an exciting turning point. Many would say it‘s a big unknown future ahead, which is limiting our customer understanding. However, I see it as a big opportunity that comes with the necessity to change and adapt. From years of „let‘s track and analyze everything we can“, to digitally naked and exposed users - finally personal data privacy and fit-for-purpose analytics will take over. What will the Future of Customer Journey Analytics look like? How will legislation (like GDPR etc.), ITP, and all other sorts of tracking prevention techniques shape it? But most importantly: What can I do as a company to stay ahead of the competition and not get lost? Yali is the co-founder of Snowplow, the „behavioral data platform“. Clients use Snowplow for different reasons, from having a fully controlled Google Analytics alternative to building their own data pipeline in-house to empowering advanced data use cases. It‘s also the third most-used web analytics tracker worldwide, so Yali and his colleagues are real experts when it comes to understanding and analyzing customer behavior (way beyond web analytics). I‘ve seen and built many business intelligence setups with Snowplow raw data as a core source of the user clickstream, it‘s a joy to work with and we will explain why in this episode, too. Last but not least, we‘ll talk about Neotree, a non-profit organization that Yali is very active in. Neotree‘s mission is to help fighting child mortality in low-resource settings with the help of technology, allowing healthcare staff to make better and faster decisions about treatment in real-time. LOOKING FORWARD TO SEE YOU! JUST RSVP TO THIS EVENT🙂 YOU‘LL FIND THE INTERVIEW BROADCAST LINK HERE."
Thu Jul 22 06:08:54 2021,6747889264060715008,"Call Centre Representatives Virtual Career Fair - July 29th, 2021",21,"Thu, Jul 29 - Fri, Jul 30",https://www.linkedin.com/events/6747889264060715008/,"MEET ONLINE WITH HIRING COMPANIES FOR CUSTOMER SERVICE, CALL CENTER & BILINGUAL. LOOKING FOR WORK? ARE YOU A CALL CENTRE REPRESENTATIVE? REGISTER FOR CUTOMER SERVICE, CALL CENTRE & BILINGUAL VIRTUAL JOB FAIR The Customer Service, Call Center & Bilingual Virtual Career Fair connects candidates with employers looking for Bilingual (French & English) Candidates for different roles (Customer Service Representative (CSR), Associate, Officer, Communications, Customer Care Representative, Customer Service Agent, Customer Support Specialist, Team Member, Customer Account Manager, Ambassador, Telephone Sales Representative (TSR), Sales Consultant, Sales Advisor,Advisor and more) The Virtual Job Fair is for Job Seekers ONLY in CANADA (No International Applicants) WHEN: Thursday, July 29th 2021 | TIME: 1 pm - 4 pm (EST) ONLINE EVENT: Click on 'Online Event' Apply Now to Jobs Posted by Exhibitors: https://bit.ly/3r5GXp3 FREE ADMISSION FOR JOB SEEKERS For additional information on the List of Exhibitors, please visit our website link www.jobscanadafair.com"
Thu Jul 22 06:08:54 2021,6810874466218971136,Project & Agile Management Training,141,"Sat, Aug 28, 8:00 AM BST",https://www.linkedin.com/events/6810874466218971136/,"Your desk is full of paperwork, project progress is moving at a snail’s pace, your team seems unmotivated and you realize your initial targets will not be achieved? Your team and customer is not happy with the results? Does this sound familiar? As a project manager & product owner, you are charged with major decision-making, monitoring quality control and leading your project team toward the final goal. You have a lot of responsibility to juggle and the ultimate success or failure of the project is a direct reflection of your ability to organize, execute and lead. It can be daunting, but we have the tools to help! From our expert Carsten Ley of Asia PMO, you will learn how to: - When to use agile and traditional project management and when to blend it - Initiate a project by aligning with the right stakeholders and define the scope properly - Plan and organise projects from start to finish with basic project/agile framework and processes - Estimate time, costs & scope accurately to reduce the risk of costly delays and errors (overall or sprints) - Succeed in managing a project scope & upcoming changes - Prepare for the unexpected risks and setbacks that can derail your project - Develop tools to manage & control quality - Learn how to manage third-parties and remote teams Who should attend: Individuals who are new to project management, “accidental” project managers (professionals for whom PM is a secondary part of their jobs), business analysts, managers responsible for projects and experienced project managers looking to review current tools, techniques, and processes. About the speakers Carsten Ley - PMP Carsten, the founder of Asia PMO Vietnam, is an experienced trainer, speaker and host for start-up,and business events. He is a PMI-certified consultant with an extensive international management career, spearheading global project teams for Deloitte, Lazada & others and has built project management functions (PMOs) in Europe & South-East Asia. Besides he is implementing OKRs (Objective & Key Results), Customer Experience, and Change Management to help companies to excel in the agile and fast moving markets."
Thu Jul 22 06:08:54 2021,6815199860388573184,Free [EN]: OXYGEN 5.6 - The User Experience Update,69,"Thu, Jul 29, 10:00 PM BST",https://www.linkedin.com/events/6815199860388573184/,"Our society continuously proceeds in any given sector. Similarly, do the challenges we are facing. What we need are measurement systems that are not just able to reflect current customer demands. It is paramount that your measurement system anticipates your future needs. And that's what our measurement software OXYGEN does. Therefore, we are happy to announce the newest software update – OXYGEN 5.6! OXYGEN evolves based on customer demands and market requirements. In our webinar, we will present top features like TEDS support, ARXML as CAN database, news about the OXYGEN SDK as well as many userupdates which we integrated within the past couple of weeks. To learn more about the new software release, sign up now! Date: Thursday, July 29th Time: 18:00 (CET) Duration: 1h Language: English Speaker: Verena Niederkofler & Ivica Baresic DEWETRON is looking forward to meeting you! Register now! Sign up for the webinar here: https://attendee.gotowebinar.com/register/7527484618560169487"
Thu Jul 22 06:08:54 2021,6810184807327252481,AI & Big Data North America Virtual 2021,142,"Wed, Sep 29 - Fri, Oct 1",https://www.linkedin.com/events/6810184807327252481/,"The world’s leading AI & Big Data event series this year will be fully virtual on September 29-30th 2021. This event will be FREE to attend, but you must request to register on our website: https://www.ai-expo.net/northamerica/ This virtual technology event is for the ambitious enterprise technology professional, seeking to explore the latest innovations, implementations and strategies to drive businesses forward. Don’t miss the opportunity to explore this innovative technology and its impact on a range of industries including, manufacturing, transport, supply chain, government, legal sectors and financial services energy, utilities, insurance, healthcare, retail and more! Over 5,000 virtual attendees are expected to join from across the globe including IT decision makers, developers & designers, heads of innovation, chief data officers, chief data scientists, brand managers, data analysts, start-ups and innovators, tech providers, c-level executives, venture capitalists, and many more. The AI & Big Data Expo will showcase the most cutting-edge technologies from 250+ speakers sharing their unparalleled industry knowledge and real-life experiences. in the forms of solo presentations, expert panel discussions and in-depth fireside chats. Exploring the latest innovations within AI & Big Data, and covering the impact it has across industry sectors. Key topics examined include: Demystifying AI, creating an AI powered organisation, machine learning, decision science, RPA and automation, infrastructure, platforms, ethics, data analytics,experience, computer vision, voice technology, NLP, chatbots. Ai event, AI Conference, ai expo, artificial intelligence conference, ai & big data conference, ai conference 2020, big data conference 2020, ai & big data expo 2020, ai & big data expo, online ai conference, ai conference, Online artificial intelligence conference, ai & big data north america, ai & big data europe, ai news, AI event, big data news, London technology, London tech,"
Thu Jul 22 06:08:54 2021,6793659681429606400,Khoros Engage,122,"Tue, Sep 14 - Wed, Sep 15",https://www.linkedin.com/events/6793659681429606400/,"This September, you’ll hear from leading global brands about creating winning digital-first strategies to deliver amazing customer experiences. Khoros Engage has it all — dynamic general sessions, thought-provoking breakout discussions, practical tips, and virtual networking. We’re proud to bring a worldwide audience together to learn from top brands that represent a variety of industries who serve businesses and consumers. Learn from the best in the business from the comfort of your home. Here’s what to expect: Register for our online, 1-day event to see future of digital customer engagement. Get a peek of what’s in store for Khoros Engage 2021 by checking out our recap from the last two years. Who can attend Khoros Engage? We designed this virtual event for those passionate about starting their digital-firstand for those well on their way. Registration is free and open to anyone wanting to take their CX to the next level. Learn more at: https://khoros.com/engage"
Thu Jul 22 06:08:54 2021,6807698864603312128,The APAC NEXT GENERATION CC & CX Best Practices Online Conference!,126,"Mon, Aug 23 - Fri, Aug 27",https://www.linkedin.com/events/6807698864603312128/,"Join ContactCenterWorld's 16th Annual Global NEXT GENERATION Contact Center & CX Best Practices Online Conference for the Asia Pacific region! The place for award-winning ideas, tips & innovations. Take your people, processes & strategies to world-class performance! Get 40+ hours of best-practice ideas and get access to information, ideas, videos from presentations for days you attend on-demand after the event! Earn your valuable certificate in Contact Center best practices and be the Contact Center & CX superstar in your company! Benchmark your people, strategies and processes against world-class companies & network with the best on our website. Topics covered are: •• Employee Engagement • Winning Business Strategies • Contact Center Operations & much more! It's the highest-rated event in the industry for 8 years!"
Thu Jul 22 06:08:54 2021,6807695880746098688,The Americas NEXT GENERATION CC & CX Best Practices Online Conference!,118,"Mon, Sep 27 - Thu, Sep 30",https://www.linkedin.com/events/6807695880746098688/,"Join ContactCenterWorld's 16th Annual Global NEXT GENERATION Contact Center & CX Best Practices Online Conference for the Americas region. The place for award-winning ideas, tips & innovations. Take your people, processes & strategies to world-class performance! Get 40+ hours of best-practice ideas and get access to information, ideas, videos from presentations for days you attend on-demand after the event! Earn your valuable certificate in Contact Center best practices and be the Contact Center & CX superstar in your company! Benchmark your people, strategies and processes against world-class companies & network with the best on our website. Topics covered are: •• Employee Engagement • Winning Business Strategies • Contact Center Operations & much more! It's the highest-rated event in the industry for 8 years!"
Thu Jul 22 06:08:54 2021,6803289020806905856,Free Webinar - Build a profitable and thriving business with CRM part 3,20,"Wed, Jul 28, 10:00 AM BST",https://www.linkedin.com/events/6803289020806905856/,"Join our three-part Customer Relationship Management (CRM) masterclass webinar series where Customer Experience experts Michelle Fragar, Krystle Divertie and Declan Pym run through everything you need to know about using CRM software in your business. Across the three parts, we’ll show you the basics of CRM, explore tips and tricks to help you save money and time and dive into advanced CRM strategies that will help you grow your business! Running a business takes time but there are things you can do to save effort, delight customers and boost your sales. In this free webinar,experts Michelle Fragar, Krystle Divertie and Declan Pym host a question-and-answer panel and help you integration your Customer Relationship Management (CRM) software with the rest of your business. Not only will they answer your questions, they’ll also provide a masterclass on integrating your emails, managing customers and quotes, and using analytics to track your effectiveness all from within your CRM software. Don’t miss out on your chance to harness the full functionality of CRM technology and join us for this free webinar! This workshop is brought to you by Business Station and AusIndustry under the ASBAS Digital Solutions Program. About Digital Solutions - Australian Small Business Advisory Services ASBAS is one of the most generously supported digital transformation programs for small business by the Commonwealth Government. This iteration of the program has been run by Business Station in QLD, WA and NT for three years and has had a significant positive impact on the small business community. This event will give you the chance to learn about the details of the program, what’s on offer and who can access the free or highly subsidised support, training and resources! Perhaps you will find them beneficial for yourselves, your network or your clients. To better understand what’s on offer, we will encourage each attendee to register themselves to the program before the event, or otherwise by attending this workshop, you will be registered. ABOUT MICHELLE FRAGAR Michelle is a world-class marketer having run global marketing departments, and she is excited to be able to share her knowledge with you. She is at the forefront of marketing trends and strategies, holding the Chair role on the Queensland Committee of the Australian Marketing Institute. Michelle also holds a Bachelor of Business (Marketing) and has over 20 years of experience in dedicated marketing roles. She now runs her own marketing and advertising agency, BRANDiT, helping Gold Coast businesses achieve in a local – or if they dream big – global market. ABOUT KRYSTLE DIVERTIE Her depth of knowledge and experience will help you to discover and promote internal structure, create foundations and document business processes which innovate efficiency and transform your business for growth. Digital tools such as Trello, Asana, Clickup, LastPass, Dashlane, Canva, GSuite, Office365, Zoom, Loom support businesses to provide high quality services both internally and externally and Krystle can support you to implement them efficiently and effectively with your business goals in mind. ABOUT DECLAN PYM The founder and Cloud Engineer of 33Technologies, which specialise in web development, e-commerce, cloud and everything in between. He spends most of his time with his head in the AWS cloud, creating solutions for all the digital aspects of business and operations. With a focus on web/app development that rely on the AWS cloud, we allow businesses to benefit from the cloud, with first hand experience how we’ve brought that into our own e-commerce store to improve conversions. It allows us to provide agile architecture and applications that scale, in real time, to the business and its requirements."
Thu Jul 22 06:08:54 2021,6818488954229157888,"How to make your modern app delivery- Continuous, Incremental, Fast & Lean",20,"Thu, Jul 29, 4:00 PM BST",https://www.linkedin.com/events/6818488954229157888/,"With a paradigm shift in the style of working and market volatility enterprises are forced to digitally transform and become adaptive. Adaptive enterprises move fast and deliver apps rapidly and continuously to react to market-changing conditions while keeping a strong focus onexperience. As per Forrester, Automation is at the core of being adaptive. While test automation is not new, past automation approaches have not helped app dev teams keep up with increased demands of modern delivery. Old-school testing creates a bottleneck that Agile and DevOps methodologies can't handle. The only way to accelerate development is by making testing – Continuous, Incremental, Fast and Lean. In this webinar we will help you find out some quick ways to make your app testing meet the modern app delivery requirements: • Adopt BDD/TDD • Shift Testing left and right • Focus on exploratory testing • Test environments on cloud • Focus on automation • API testing to manage complexities"
Thu Jul 22 06:08:54 2021,6818650732204490752,Virtual Founders Breakfast #10 Increasing Customer Retention,51,"Tue, Jul 27, 12:00 PM BST",https://www.linkedin.com/events/6818650732204490752/,"Virtual Founders Breakfast #10 Increasing Customer Retention: Tips On How To Reduce Churn Expert: Michał Pękała VP Growth @ DocPlanner.com Why Attend? Virtual Founders Breakfast is a digital event bringing together founders, industry experts, investors along with enterprises to discuss growth, exchange best practices and facilitate matchmaking. Each breakfast features an expert speaker engaging in a conversation, exchanging their knowledge andon a selected growth-related topic. The event provides opportunities to facilitate valuable new connections and one-on-one access to decision-makers via breakout rooms. Who Can Attend? ➡️ Individuals/teams who intend to start a company ➡️ Startup and scaleup founders ➡️ C-level individuals and managers from innovative organizations ➡️ Leaders and decision-makers from ecosystem stakeholders ➡️ #OMGKRK Membership Your company can’t scale up as long as you don’t overcome the churn problem. That is the key point Michał Pękała VP of Growth at Docplanner will make at Virtual Founders Breakfast #10. Join the event to get tips on how to acquire to right customers for long retention, learn why churn is eating your growth along with what worked and what didn’t at DocPlanner. With over 60 million unique patients and over 5 million bookings every month, Docplanner is the leading healthcare booking platform globally. They list more than 2 million healthcare professionals with a total of 2 million patient reviews on our websites in 12 countries. The company was founded in 2012 in Poland and now boasts a team of more than 1,500 based across offices in Warsaw, Barcelona, Istanbul, Rome, Mexico City, Curitiba and Bologna."
Thu Jul 22 06:09:05 2021,6813880658411220992,Brampton Venture Expo,103,"Tue, Aug 17 - Thu, Aug 19",https://www.linkedin.com/events/6813880658411220992/,"Join us at the first-ever Brampton Venture Expo by RVZ and the City of Brampton. Whether you're a startup founder, a job-seeker or someone exploring taking the leap into entrepreneurship - this event is for you! Through engaging and top-notch content, this event will bring together startup founders, early-stage investors, corporate executives, and local job-seekers to highlight the exciting activity happening within the Brampton Innovation District. Join us for two days of impactful content, incredible 1:1 and group networking opportunities and access to world-class business leaders. Learn about the resources available to you as a startup in Brampton, network with other like-minded entrepreneurs, and learn whether entrepreneurship is the right fit for you. Looking for a new career opportunity in the tech entrepreneurship space? Drop in to our talent expo and meet startups in the Brampton community hiring for roles in Sales, Marketing, Developers,and Customer Support, and Finance! Some of the featured sessions will include: -Why Brampton? Why Now? All about Brampton's Innovation and Culture -Raising Capital -Pitching to Investors -Building Your Personal Brand -Drop-in Networking and Talent Expo"
Thu Jul 22 06:09:05 2021,6820606343477514240,DIGITAL TRUST WORLD 2021,105,"Mon, Oct 4 - Thu, Oct 7",https://www.linkedin.com/events/6820606343477514240/,"Register at https://events.eventzilla.net/e/digital-trust-world-2021-2138805589 to receive your joining links. The matter of trust in a digital world Digital Trust World 2021 is a major new event from Goode Intelligence, to provide a platform for the world’s leading authorities in Digital Trust to drive the conversations around how we can effectively develop trust in the digital world, alongside our thought leadership expertise in the digital trust economy. Trust is at the heart of fruitful relationships – both personal and professional – and for both the physical and digital worlds. In the physical world, trust is created through security, effective process and reputation. In the digital world we need to match the levels of trust that thousands of years of human civilisation has created to maintain a safe and prosperous society. Digital transformation is accelerating at an incredible rate across the globe. How we recreate the trust of the physical world, and even improve on it, is one of the fundamental questions of our time. Taking place over three days from 4-6 October 2021, Digital Trust World 2021 covers the following themes and technologies: · Authentication · Biometrics · Digital Identity · Fraud and Security · Privacy & Ethics · Skills and Professional Training · Legal Requirements · Attracting Investment Join us to deepen your understanding and knowledge of these areas so you can implement the best technologies for your organisation to improve areas such asand meet regulatory compliance for your industry."
Thu Jul 22 06:09:05 2021,6814200245552070656,How to survey customers effectively with just three questions,510,"Today, 11:00 PM BST",https://www.linkedin.com/events/6814200245552070656/,Let's face it: most customer service surveys are too long and don't tell us anything useful. Do you really need 15 minutes to learn about my oil change experience? Why do you need to ask me 36 questions about the chicken wings I just ate? Enough is enough! Join me for an interactive conversation about how to survey customers effectively with just three questions. You'll learn: * Why too many questions can kill a survey. * How to write a three question customer survey. * What you can learn from the data you collect.
Thu Jul 22 06:09:05 2021,6811585837956923392,Finnovex Middle East 2021 - Hybrid,94,"Tue, Sep 7 - Wed, Sep 8",https://www.linkedin.com/events/6811585837956923392/,"The Leading Summit on Financial Services Innovation and Excellence Theme - “Digging Deeper into Resilient and Agile Transformation Strategies” This Hybrid Summit will explore deeper into the latest trends and technologies within the Banking and Financial industry. It would be a convergence of industry leaders and innovators with deliberations on the following: 🔵 Open banking 🔵 CuCyber security 🔵 Affluent banking 🔵 Data integration 🔵 Transforming payment landscape 🔵 Importance of collaboration, integration and understanding & meeting customer needs through in financial services ecosystem amongst others. Currently, connections between incumbents and fintechs has never been so important and hence Exibex is back again with this year’s edition of Finnovex Middle East is guaranteed to feature thought provoking presentations engaging discussions and focused roundtables aimed at delivering a thorough and nuanced outline of what the future will hold for the financial services industry. You will get to meet new, creative and inspired people; form strategies you need to grow; network, share ideas and learn new strategies with over 300 of the sharpest minds in banking and financial services. In addition, sponsorship at Finnovex Middle East comes with many advantages including a customized experience which puts your brand in the spotlight and above competition through our simple 3-Step process."
Thu Jul 22 06:09:05 2021,6823265415335170048,Online Live Course: Disney's Approach to Quality Service,16,"Mon, Aug 2 - Tue, Aug 3",https://www.linkedin.com/events/6823265415335170048/,"Join us for a ONLINE LIVE presentation of ""Disney's Approach to Quality Service,"" our signature professional development course. From the comfort of your home or office, you will join other business professionals tothis course in real time, via live videoconferencing technology. Official Disney Institute facilitators will guide you and fellow participants through this engaging learning experience featuring live exploration and discussion of key concepts, with the opportunity to ask questions. Exclusive video presentations will bring the learnings to life and take you behind the scenes to explore Disney operational best practices. You will also have the opportunity to participate in interactive chats, polls and other small-group activities with fellow participants. You will learn how to start to think differently and act intentionally—by examining your organization'sexperience, identifying service pitfalls and dispelling misconceptions to establishing quality customer service. You will explore not only how to begin to differentiate your organization’s service, but also how to building a service strategy that results in lasting customer loyalty. SPECIAL KEEPSAKES: Each participant will receive a downloadable reference guide and a personalized, downloadable Certificate of Completion, which is suitable for printing and framing as a keepsake to commemorate your achievement. The digital Certificate of Completion may also be added to your LinkedIn Profile. PROFESSIONAL DEVELOPMENT CREDITS (PDCS) / CONTINUING EDUCATION UNITS (CEUs): This course is fully accredited and eligible for earning PDC's through the Society for Human Resources Management (SHRM) or CEU's through the International Association for Continuing Education & Training (IACET). TOTAL COURSE DURATION: 6 Hours The scheduled course time includes a mid-morning break and afternoon lunch break. Unless otherwise noted, all Disney Institute online courses are delivered in English. At this time, online courses are only available to U.S. and Canadian residents. *REGISTRATION FEE: $349 per person *REGISTER HERE: https://bit.ly/3ndUCrJ (or click on the ""Registration Link"" above) **Registration must be completed a minimum of 48 hours in advance of the course start time to receive downloadable course reference materials. Space is limited."
Thu Jul 22 06:09:05 2021,6822879104476483584,Retail: Digital Innovation & Transformation Post-Covid,14,"Thu, Jul 22 - Fri, Jul 23",https://www.linkedin.com/events/6822879104476483584/,"Angelbeat has assembled experts from AWS, plus UiPath and Redapt, to help you understand the latest cloud and technology-powered innovations in retail and consumer/packaged goods, so you can prosper and grow in a Post-Covid world. Many relevant topics will be covered during this focused and highly relevant session including: * Build the Cloud-Powered, Uniform, and Omni-ChannelExperience, across physical stores, smartphones, and desktop computing * Capture and Analyze Real-Time Data, done securely and at multiple touch points throughout the customer journey, to drive marketing programs, enhance customer loyalty and boost profits * Digital Transformation in Post-Covid Retailing: Case Studies from Amazon Itself, Whole Foods, many other global and regional retailers and consumer goods firms * Robotic Process Automation (RPA): Using Software Robots to Boost Contact Center Productivity, Automate Website/Phone/Tier One Customer Interaction, Eliminate Repetitive, Costly, and Error-Prone Tasks"
Thu Jul 22 06:09:05 2021,6816059007510315008,Sierra Wireless Accelerates Custom Apps in the Oracle Cloud,15,"Thu, Jul 29, 9:00 PM BST",https://www.linkedin.com/events/6816059007510315008/,"Join us for a live webcast with BIAS customer, Sierra Wireless, to gain key insights in their cloud journey. Our featured speakers for this webinar include Oracle's Bob Ure, Senior Director, Business Development, along with Sierra Wireless' Yoganand Rajala, VP, IOT Application Engineering and BIAS's Sri Vuyyuru, Cloud Solution Architect, where they will focus on: • Business and Technical drivers for moving Sierra Wireless custom applications to the cloud • Why Sierra Wireless selected Oracle Cloud infrastructure as their preferred cloud platform and the business value of moving, building and managing customer applications in the cloud • How Sierra Wireless leveraged Oracle Cloud Infrastructure for scalability on demand with metered pricing, predictable costs, and an enhanced• How BIAS led a seamless migration leveraging their proprietary cloud migration methodology, Accelerate™️ and demonstrated a repeatable approach to move workloads to OCI with mitigated risk"
Thu Jul 22 06:09:05 2021,6822747808639123456,"GROW ANZ | 2nd September, 2021",78,"Thu, Sep 2, 5:00 AM BST",https://www.linkedin.com/events/6822747808639123456/,"Since 2015, GROW has been bringing together the brightest minds in business growth from across Australia & New Zealand. Leaders in marketing, sales, and customer experience have travelled from across the region for a day of inspiring keynotes, actionable breakouts, and the opportunity to meet like-minded people in similar roles, facing similar challenges. This year, we're doing things a little differently. In 2021, GROW is returning to Australia & New Zealand bigger and better than ever, with a virtual event unlike any you've attended before. With six content tracks and a truly immersive virtual experience, a ticket to GROW in 2021 gives you access to more speakers, more sessions, and more opportunities to connect with others in your industry. Get your tickets: https://www.hubspot.com/grow-events?promo=LinkedIn-Event&tr=true"
Thu Jul 22 06:09:05 2021,6788768112096370688,Extending Agility to the Enterprise,430,"Sat, Jul 31, 9:00 PM BST",https://www.linkedin.com/events/6788768112096370688/,"While agility is often thought of as and applied to, the process of systems application development, agility is most beneficial when applied to the whole enterprise system - including business strategy, product, and customer discovery, and end-to-end business flow. Join us in the 1.5 hours “Enterprise Coaching “taster session andof how to Analyse, categorize, connect and extend business and organizational agility thinking, mindsets, practices, and values to the complex and uncertain enterprise."
Thu Jul 22 06:09:05 2021,6818911672623734784,How Halfords digitally transformed CX online and in-store,11,"Today, 9:00 PM BST",https://www.linkedin.com/events/6818911672623734784/,Join us on July 22nd at 4pm for our customer spotlight webinar: How Halfords digitally transformed CX online & in-store Reasons to join: - Learn how Halfords improved their customer experience through the user of Live Agent and chatbots - Hear how Halfords’ existing Salesforce implementation enabled them to transform their in-store- Understand how Halfords set themselves up to drive the most value from their partner relationships with BrightGen and Salesforce Register now!
Thu Jul 22 06:09:16 2021,6820673337727971328,Online Gaming: iGaming Operations Best Practice,63,"Thu, Sep 16, 8:00 PM BST",https://www.linkedin.com/events/6820673337727971328/,"1 hour sample workshop of the full course. This sample workshop will cover: The Igaming ecosystem and evolution How to ensure your USP and user experience sets you aside from the competition Over view of the full course topics Who is this course for? iGaming operators, land based operators, regulators, startups Role function ideas: gaming managers, general managers, finance managers, marketing managers,managers, CEO, CFO, CMO, customer acquisition & retention specialists"
Thu Jul 22 06:09:16 2021,6816737988635103232,Adopting Right Digital Strategy to Transform Customer Service in 2021,3,"Today, 9:00 PM BST",https://www.linkedin.com/events/6816737988635103232/,"The future of customer experience revolves around being digital-first and engaging over channels based on customer preference. However, will adopting channels like web chat, social media, instant messaging, text, or even adding a chatbot be enough? There’s no question that you need to do that, but adopting the right engagement strategy to define your customer’s journey and keep them on the right path is the key to drive customer value. Join this webinar to learn about the key considerations for selecting the right strategy, technology vendors, implementation partners, and more for your contact center. Hear more from the leading CX analyst Jon Arnold, who will provide an industry-based perspective to help contact center leaders take a strategic approach to digital messaging channels and conversational AI. Join this webinar to learn about: -Top trends in adopting Digital-First Customer Service -Essentials in defining the right digital strategy to drive value -Selecting the right tools to deliver digital customer service -Using the right mix of Conversational AI in your CX approach to balance between personalization & automation"
